device,storage,scenario,implementation,scheduler_threads,experiment,elapsed_time(ms),operations per client,buckets,clients,keys per bucket,keys total
omen,dict,read-only,central,44,8,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,9,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,10,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,11,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,12,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,13,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,14,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,15,289.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,16,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,17,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,18,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,19,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,20,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,21,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,22,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,23,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,24,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,25,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,26,297.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,27,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,28,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,29,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,44,30,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,1,301.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,2,303.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,3,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,4,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,5,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,6,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,7,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,8,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,9,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,10,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,11,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,12,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,13,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,14,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,15,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,16,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,17,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,18,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,19,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,20,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,21,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,22,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,23,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,24,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,25,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,26,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,27,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,28,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,29,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,45,30,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,1,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,2,309.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,3,292.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,4,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,5,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,6,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,7,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,8,292.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,9,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,10,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,11,274.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,12,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,13,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,14,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,15,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,16,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,17,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,18,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,19,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,20,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,21,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,22,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,23,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,24,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,25,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,26,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,27,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,28,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,29,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,46,30,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,1,297.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,2,302.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,3,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,4,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,5,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,6,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,7,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,8,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,9,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,10,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,11,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,12,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,13,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,14,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,15,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,16,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,17,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,18,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,19,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,20,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,21,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,22,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,23,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,24,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,25,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,26,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,27,273.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,28,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,29,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,47,30,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,1,302.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,2,308.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,3,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,4,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,5,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,6,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,7,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,8,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,9,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,10,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,11,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,12,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,13,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,14,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,15,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,16,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,17,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,18,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,19,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,20,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,21,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,22,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,23,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,24,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,25,289.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,26,312.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,27,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,28,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,29,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,48,30,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,1,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,2,309.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,3,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,4,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,5,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,6,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,7,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,8,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,9,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,10,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,11,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,12,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,13,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,14,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,15,274.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,16,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,17,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,18,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,19,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,20,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,21,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,22,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,23,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,24,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,25,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,26,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,27,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,28,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,29,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,49,30,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,1,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,2,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,3,272.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,4,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,5,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,6,272.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,7,274.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,8,272.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,9,274.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,10,273.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,11,258.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,12,267.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,13,265.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,14,265.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,15,264.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,16,262.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,17,265.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,18,266.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,19,258.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,20,260.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,21,257.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,22,264.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,23,262.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,24,267.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,25,264.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,26,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,27,268.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,28,266.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,29,263.0,1000,1000,100,100,100000
omen,dict,read-only,central,5,30,262.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,1,302.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,2,324.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,3,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,4,290.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,5,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,6,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,7,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,8,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,9,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,10,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,11,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,12,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,13,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,14,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,15,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,16,274.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,17,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,18,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,19,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,20,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,21,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,22,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,23,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,24,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,25,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,26,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,27,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,28,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,29,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,50,30,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,1,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,2,305.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,3,292.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,4,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,5,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,6,305.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,7,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,8,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,9,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,10,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,11,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,12,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,13,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,14,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,15,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,16,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,17,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,18,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,19,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,20,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,21,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,22,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,23,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,24,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,25,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,26,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,27,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,28,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,29,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,51,30,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,1,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,2,307.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,3,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,4,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,5,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,6,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,7,290.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,8,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,9,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,10,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,11,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,12,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,13,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,14,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,15,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,16,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,17,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,18,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,19,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,20,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,21,275.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,22,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,23,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,24,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,25,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,26,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,27,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,28,277.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,29,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,52,30,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,1,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,2,308.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,3,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,4,293.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,5,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,6,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,7,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,8,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,9,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,10,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,11,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,12,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,13,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,14,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,15,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,16,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,17,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,18,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,19,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,20,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,21,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,22,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,23,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,24,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,25,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,26,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,27,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,28,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,29,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,53,30,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,1,306.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,2,308.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,3,289.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,4,295.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,5,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,6,328.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,7,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,8,290.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,9,297.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,10,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,11,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,12,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,13,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,14,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,15,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,16,289.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,17,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,18,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,19,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,20,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,21,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,22,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,23,298.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,24,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,25,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,26,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,27,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,28,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,29,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,54,30,287.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,1,307.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,2,310.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,3,290.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,4,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,5,304.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,6,291.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,7,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,8,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,9,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,10,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,11,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,12,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,13,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,14,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,15,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,16,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,17,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,18,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,19,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,20,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,21,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,22,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,23,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,24,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,25,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,26,309.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,27,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,28,276.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,29,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,55,30,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,1,301.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,2,315.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,3,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,4,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,5,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,6,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,7,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,8,286.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,9,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,10,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,11,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,12,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,13,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,14,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,15,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,16,290.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,17,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,18,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,19,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,20,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,21,283.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,22,279.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,23,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,24,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,25,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,26,299.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,27,285.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,28,278.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,29,281.0,1000,1000,100,100,100000
omen,dict,read-only,central,56,30,280.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,1,319.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,2,306.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,3,288.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,4,294.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,5,296.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,6,300.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,7,284.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,8,282.0,1000,1000,100,100,100000
omen,dict,read-only,central,57,9,284.0,1000,1000,100,100,100000
